cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
574435,1,33,1,0, 35 ,12, 29 ,8, 7 ,4, -   , -   ,0, 4 ,2, 9 ,6,4,4, 0 ,Affiliates,external,no_fee,1,0,0,0,0," 1,333 ",0,0,0,0,0,0.008, -   , -   ,979,0, -   ,1,0.026015,0, -   , -   ,0, -   ,0
574436,1,34,0,0," 3,086 ",374, 720 ,82," 2,366 ",292, 444 ," 1,175 ",116, 641 ,196," 1,684 ",112,4,4, 27 ,MGM,external,no_fee,39,1,0,0,1," 16,000 ",0,0,0,0,0,0, 939 , 931 ,1300,0, -   ,1,0.23648,0, -   , -   ,0, -   ,0
574437,1,42,0,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,0,0, (0),MGM,external,reduced_fee,1,0,0,0,0," 1,000 ",0,0,0,0,0,0.02, -   , -   ,736,0, -   ,1,0,0, -   , -   ,0, -   ,0
574438,1,40,0,1," 2,367 ",178, 160 ,26," 2,207 ",152, 196 ," 1,286 ",112," 1,139 ",68, 503 ,34,6,151, (119),MGM,spillover,full_fee,9,1,0,0,1," 38,000 ",1,3,3,0,0,0," 2,815 "," 2,680 ",1144,0, 232 ,1,0.052974,0.0246," 12,446 "," 1,651 ",2," 1,278 ",4
574439,1,38,0,0," 2,258 ",334, 355 ,120," 1,903 ",214, 512 ," 1,350 ",268, 212 ,20," 1,710 ",220,9,26, 21 ,Unreferred,external,full_fee,13,1,0,0,1," 24,000 ",0,0,0,0,0,0.001," 1,114 ", 966 ,1239,0, -   ,1,0.065718,0.01, 116 ," 1,721 ",2, -   ,0
574440,1,31,1,0," 2,247 ",490, 602 ,180," 1,645 ",310, 525 , 996 ,188, 2 ,2," 1,156 ",262,4,4, 19 ,MGM,external,no_fee,12,1,0,0,1," 20,000 ",0,0,0,0,0,0, 978 , 870 ,1372,0, -   ,1,0.045602,0, -   , -   ,0, -   ,0
574441,1,50,0,0, 173 ,18, -   ,0, 173 ,18, -   , 69 ,16, -   ,0, -   ,0,4,4, (0),Partner,external,no_fee,10,1,0,0,0," 56,000 ",0,0,0,0,0,0, -   , -   ,1228,0, -   ,1,0.01796,0, -   , -   ,0, -   ,0
574442,1,32,0,0," 4,054 ",110, (132),16," 4,186 ",94," 1,985 "," 1,049 ",36, 831 ,14," 1,421 ",34,5,6, 74 ,MGM,external,reduced_fee,8,1,0,0,1," 39,600 ",1,0,0,0,0,0, 969 , 969 ,1300,0, -   ,1,0.048024,0, -   , -   ,0, -   ,0
574443,1,38,0,0," 2,780 ",168," 1,271 ",78," 1,509 ",90, 78 , 289 ,32, 57 ,12," 1,440 ",86,5,6, (20),Unreferred,external,no_fee,5,1,1,0,0," 4,667 ",0,0,0,0,0,0, 602 , 583 ,936,0, -   ,1,0.72803,0, -   , -   ,0, -   ,0
574444,1,42,0,0," 1,058 ",26, 11 ,2," 1,047 ",24, 188 , 396 ,32, 51 ,6, 240 ,6,3,3, (30),MGM,external,no_fee,3,1,0,0,0," 13,600 ",0,0,0,0,0,0.004, 728 , 728 ,1300,0, -   ,1,0.025358,0, -   , -   ,0, -   ,0
574445,1,53,0,0," 2,529 ",98," 1,089 ",58," 1,440 ",40, -   , 829 ,40, 770 ,18," 1,611 ",72,6,6, (16),E-Mails,external,full_fee,57,1,0,0,1," 55,600 ",0,0,0,0,0,0," 2,403 "," 2,403 ",1350,0, -   ,1,0.023539,0, -   , -   ,0, -   ,0
574446,1,36,1,0," 5,479 ",346," 1,841 ",120," 3,638 ",226, 619 ," 2,712 ",188," 1,470 ",40," 2,528 ",156,6,7, 40 ,Affiliates,external,full_fee,22,1,0,0,1," 57,600 ",0,2,1,0,0,0," 1,570 "," 1,570 ",1251,0, 591 ,1,0.128303,0, -   , -   ,0, -   ,0
574447,1,39,0,0," 3,839 ",60," 1,382 ",10," 2,457 ",50, 27 ," 3,229 ",84," 1,023 ",22, 987 ,28,0,0, 6 ,Partner,external,no_fee,9,1,0,0,0," 24,000 ",0,1,1,0,0,0," 1,146 "," 1,146 ",1334,0, -   ,1,0.094156,0," 2,913 ", -   ,0, -   ,0
574448,1,55,0,0," 6,380 ",604," 1,532 ",180," 4,849 ",424, 528 ," 2,391 ",388," 1,201 ",92," 2,715 ",310,3,3, (57),Unreferred,external,no_fee,6,1,0,0,1," 30,000 ",1,2,0,0,0,0," 1,314 "," 1,314 ",1300,0, -   ,1,0.080034,0," 16,965 ", -   ,0," 1,092 ",3
574449,1,38,1,1," 13,058 ",1376," 3,656 ",232," 9,403 ",1144," 2,029 "," 5,289 ",1328," 4,218 ",702," 4,818 ",324,4,4, 97 ,Unreferred,spillover,full_fee,56,1,0,0,0," 94,800 ",0,0,0,0,0,0," 2,771 "," 2,470 ",1350,0, -   ,1,0.264327,0, 10 , -   ,0, 10 ,2
574450,1,49,0,1," 5,981 ",342," 1,983 ",172," 3,999 ",170," 1,779 "," 3,776 ",260," 1,559 ",22," 2,881 ",218,9,35, 75 ,In House,others,full_fee,15,1,0,0,1," 56,267 ",1,1,1,0,0,0," 2,697 "," 2,697 ",1319,0, -   ,1,0.056305,0," 1,543 ", -   ,0, 32 ,3
574451,1,33,1,0," 5,306 ",744, 570 ,240," 4,737 ",504," 1,946 "," 1,393 ",96," 3,148 ",164," 1,204 ",296,0,0, 62 ,MGM,external,no_fee,12,1,0,0,1," 52,000 ",1,1,0,0,0,0," 1,102 "," 1,102 ",1182,0, -   ,1,0.102579,0, -   , -   ,0, -   ,0
574452,1,41,0,0," 3,363 ",292, 836 ,96," 2,527 ",196, 562 ," 2,049 ",172," 1,688 ",30, 891 ,148,4,4, (20),MGM,external,no_fee,4,1,0,0,1," 21,333 ",1,0,0,0,0,0," 1,198 "," 1,189 ",1346,0, -   ,1,0.23033,0," 2,706 ", -   ,0, 742 ,2
574453,1,37,1,0, 500 ,82, 58 ,28, 442 ,54, -   , 294 ,8, 171 ,2, 220 ,40,5,9, 7 ,Affiliates,external,reduced_fee,2,1,0,0,0," 10,667 ",0,0,0,0,0,0.038, -   , -   ,816,0, -   ,1,0.112488,0, -   , -   ,0, -   ,0
574454,1,64,1,0," 5,110 ",278," 2,965 ",168," 2,145 ",110, 57 ," 1,454 ",136, 371 ,18," 2,302 ",138,6,10, (1),Unreferred,spillover,no_fee,90,1,0,0,1," 66,000 ",1,0,0,0,0,0," 1,006 ", 997 ,1369,0, -   ,1,0.041307,0," 2,097 ", -   ,0, 561 ,2
574455,1,46,1,0," 3,599 ",414, 274 ,154," 3,325 ",260, 967 ," 1,817 ",232," 1,887 ",54, 851 ,222,4,4, 2 ,Unreferred,external,no_fee,111,1,0,0,1," 28,000 ",1,1,0,0,0,0, 650 , 650 ,1277,0, -   ,1,0.011054,0, -   , -   ,0, -   ,0
574456,1,40,0,1," 5,179 ",230, 124 ,10," 5,055 ",220," 2,657 "," 3,315 ",260," 3,772 ",102, 483 ,66,8,20, 77 ,MGM,external,full_fee,39,1,0,0,1," 99,200 ",0,0,0,0,0,0," 2,368 "," 2,368 ",1125,0, -   ,1,0,0, -   , -   ,0, -   ,0
574457,2,35,0,0," 1,709 ",496, 210 ,74," 1,499 ",422, 198 , 933 ,204, 855 ,266, 407 ,106,5,5, 11 ,MGM,external,no_fee,36,1,0,1,1," 26,000 ",1,0,0,0,0,0.001, 520 , 520 ,1106,1, 280 ,1,0.001536,0, -   , -   ,0, -   ,0
574458,1,35,1,0," 4,811 ",254," 2,180 ",60," 2,632 ",194, 321 ," 1,743 ",36," 1,865 ",78, 402 ,70,0,0, (90),In House,others,no_fee,8,1,0,0,1," 40,000 ",1,1,0,0,0,0," 4,712 "," 4,712 ",1167,0, 282 ,1,0.07327,0," 6,579 ", -   ,0, 698 ,2
574459,1,37,1,1," 6,093 ",1330," 1,023 ",220," 5,070 ",1110," 1,141 "," 1,904 ",660," 1,296 ",264," 1,963 ",422,6,6, 193 ,In House,others,full_fee,10,1,0,0,0," 58,667 ",1,0,0,0,0,0.046, 834 , 834 ,1182,0, -   ,1,0.441845,0.1085," 3,211 "," 2,790 ",3, -   ,0
574460,1,39,0,0," 3,041 ",340, 320 ,86," 2,720 ",254, 798 ," 2,027 ",176," 1,453 ",84, 952 ,122,0,0, 235 ,MGM,external,full_fee,12,1,1,0,0," 26,400 ",0,1,0,0,0,0.116, 472 , 472 ,1087,0, -   ,1,1.040054,0.0459, 280 , 340 ,2, -   ,0
574461,1,42,0,0," 3,654 ",420," 1,935 ",276," 1,719 ",144, 233 ," 1,377 ",64," 1,303 ",94," 1,957 ",256,4,4, (33),MGM,external,no_fee,8,1,0,0,0," 9,333 ",0,0,0,0,0,0, 650 , 650 ,1350,0, -   ,1,0,0," 6,258 ", -   ,0, 9 ,2
574462,2,41,1,0," 4,910 ",846," 1,121 ",288," 3,789 ",558, 711 ," 1,969 ",248," 1,820 ",240," 1,759 ",416,9,41, (23),MGM,external,full_fee,8,1,0,0,1," 70,000 ",1,0,0,0,0,0," 2,584 "," 1,257 ",1300,0, -   ,2,0.034473,0, -   , -   ,0, -   ,0
574463,1,47,0,0, 130 ,8, 105 ,4, 25 ,4, -   , 128 ,8, 1 ,2, 129 ,6,6,26, (0),MGM,spillover,full_fee,3,0,0,0,1," 38,400 ",0,3,3,0,1,0," 2,678 "," 2,668 ",1369,0, 71 ,1,-0.002887,0," 2,378 ", -   ,0, 9 ,2
574464,2,69,0,0, 649 ,18, -   ,0, 649 ,18, -   , 305 ,24, -   ,0, 649 ,18,15,35, 1 ,Unreferred,spillover,no_fee,70,1,0,0,1," 59,600 ",1,0,0,0,0,0, 206 , 206 ,1369,0, -   ,2,0.051856,0," 21,348 ", -   ,0," 1,690 ",2
574465,2,27,0,1," 5,316 ",476, 683 ,118," 4,634 ",358," 2,694 "," 4,429 ",568," 1,135 ",76," 2,882 ",232,15,111, 73 ,,,full_fee,16,1,0,0,0," 8,000 ",0,2,0,0,0,0.021," 1,325 "," 1,229 ",1114,1, 402 ,1,0.618767,0, -   , -   ,0, -   ,0
574466,1,47,1,0," 2,293 ",210," 1,414 ",150, 879 ,60, 29 , 622 ,96, -   ,0, 792 ,116,5,16, (247),Partner,external,no_fee,3,1,0,0,1," 12,000 ",1,6,0,0,0,0, 519 , 519 ,945,0, -   ,1,0.140116,0, -   , -   ,0, -   ,0
574467,2,60,1,0," 29,972 ",978," 3,419 ",222," 26,555 ",756," 4,713 "," 17,966 ",1100," 14,520 ",80," 10,780 ",692,5,5, 633 ,,,full_fee,156,1,1,0,1," 148,000 ",1,0,0,0,0,0.001," 13,295 "," 13,278 ",1045,0, -   ,2,0.674712,0.0242," 1,038 "," 4,729 ",2, -   ,0
574468,1,37,1,1," 5,056 ",718, 908 ,190," 4,148 ",528," 1,969 "," 2,357 ",484," 2,100 ",156," 1,655 ",266,6,9, (33),MGM,external,full_fee,16,1,0,0,1," 26,000 ",1,1,1,0,0,0," 1,134 "," 1,134 ",1114,0, -   ,1,0.113036,0," 2,299 ", -   ,0, 338 ,2
574469,1,39,1,1," 3,473 ",752, 813 ,238," 2,661 ",514, 508 ," 1,165 ",192, 645 ,292," 2,226 ",318,0,0, 7 ,MGM,external,full_fee,13,1,0,0,1," 17,000 ",1,2,0,0,0,0, 794 , 787 ,1076,0, -   ,1,0.204355,0, -   , -   ,0, -   ,0
574470,1,69,1,0, 971 ,114, 852 ,100, 118 ,14, -   , 20 ,4, 18 ,2, 848 ,100,5,5, (60),Partner,external,no_fee,3,1,0,0,1," 3,800 ",0,0,0,0,0,0.001, 316 , 316 ,1182,0, -   ,1,0.400447,0, -   , -   ,0, -   ,0
574471,1,39,1,0, 475 ,110, 170 ,24, 305 ,86, 40 , 206 ,16, 63 ,24, 316 ,30,6,14, 0 ,MGM,spillover,full_fee,6,0,0,0,1," 40,000 ",1,3,2,0,1,0," 1,255 "," 1,255 ",1300,1, 124 ,0,0,0, -   , -   ,0, -   ,0
574472,1,69,1,0," 6,048 ",504," 2,344 ",202," 3,704 ",302, 360 ," 3,128 ",540," 1,794 ",46," 3,148 ",312,9,91, 2 ,MGM,spillover,reduced_fee,7,1,0,0,1," 27,600 ",0,0,0,0,0,0," 1,024 ", 995 ,1346,0, -   ,1,0.318062,0," 6,527 ", -   ,0, 120 ,2
574473,1,37,0,1," 4,582 ",816," 1,310 ",112," 3,273 ",704, 297 ," 1,244 ",208, 827 ,284," 1,612 ",106,8,9, 122 ,Unreferred,external,full_fee,50,1,0,0,1," 40,800 ",1,0,0,0,0,0," 1,888 "," 1,888 ",1334,0, -   ,1,0.135653,0," 2,888 ", -   ,0, 602 ,2
574474,2,49,0,1," 1,709 ",132, 843 ,78, 866 ,54, 186 , 405 ,48, 55 ,6," 1,339 ",98,5,37, 68 ,Unreferred,spillover,full_fee,2,1,0,0,0," 18,000 ",1,0,0,0,0,0.001, 0 , -   ,1175,0, -   ,2,0.145017,0, -   , -   ,0, -   ,0
574475,1,41,1,0," 5,135 ",884, 910 ,292," 4,226 ",592, 253 ," 2,808 ",340," 1,571 ",242," 1,507 ",400,6,6, 68 ,Direct,external,reduced_fee,11,1,0,0,1," 40,000 ",0,0,0,0,0,0," 2,166 "," 2,166 ",1369,0, -   ,1,0.075907,0," 7,736 ", -   ,0, 14 ,3
574476,1,47,0,0," 7,254 ",764," 2,646 ",324," 4,608 ",440, 309 ," 2,698 ",312, 527 ,46," 3,642 ",448,0,0, (44),Paid Search,external,full_fee,10,1,0,0,1," 103,200 ",1,0,0,0,0,0," 1,045 "," 1,004 ",1152,0, -   ,1,0.059294,0.0197," 8,566 "," 1,113 ",2, -   ,0
574477,1,37,0,0, 185 ,12, -   ,0, 185 ,12, 10 , 95 ,16, -   ,0, 99 ,6,4,4, (1),Affiliates,external,no_fee,4,1,0,0,0," 5,333 ",0,0,0,0,0,0.041, 60 , 60 ,988,0, -   ,1,0.03411,0, -   , -   ,0, -   ,0
574478,1,37,0,1," 3,327 ",1078, 864 ,344," 2,463 ",734, 727 ," 2,003 ",292, 263 ,270," 2,495 ",466,8,15, 98 ,,,full_fee,26,1,0,0,0, -   ,1,0,0,0,0,0.002, 917 , 709 ,1114,1, 390 ,0,0,0, -   , -   ,0, -   ,0
574479,1,32,1,0," 6,643 ",1012, 517 ,146," 6,126 ",866," 1,768 "," 4,147 ",652," 4,150 ",528," 1,177 ",218,8,27, 50 ,Direct,spillover,reduced_fee,17,1,0,0,1," 47,867 ",1,1,0,0,0,0," 1,531 "," 1,529 ",1243,0, -   ,1,0.128354,0, -   , -   ,0, -   ,0
574480,1,42,1,0," 3,559 ",486," 1,588 ",152," 1,972 ",334, 459 ," 2,493 ",596, 3 ,2," 2,519 ",316,6,6, (3),MGM,external,full_fee,9,1,0,0,1," 50,133 ",1,2,0,0,0,0," 1,095 "," 1,075 ",1312,0, -   ,1,0.049449,0, 693 , -   ,0, 222 ,2
574481,1,28,1,0," 3,672 ",378, 538 ,136," 3,134 ",242, 127 ," 1,376 ",188," 1,782 ",54, 861 ,198,0,0, 16 ,Affiliates,external,no_fee,12,1,0,0,1," 20,000 ",0,1,0,0,0,0," 1,250 "," 1,250 ",1178,0, -   ,1,0.001306,0, 650 , -   ,0, -   ,2
574482,1,38,0,0," 2,399 ",324, 982 ,124," 1,417 ",200, 324 , 659 ,56, 924 ,120," 1,136 ",142,0,0, 25 ,Partner,external,no_fee,5,1,0,0,1," 16,667 ",0,0,0,0,0,0.057, 139 , 112 ,1331,0, -   ,1,0.818818,0, -   , -   ,0, -   ,0
574483,1,30,0,0, 300 ,58, 178 ,40, 122 ,18, -   , 30 ,12, -   ,0, 215 ,44,0,0, 1 ,MGM,external,no_fee,1,1,0,0,0," 3,333 ",0,0,0,0,0,0.016, 5 , -   ,898,0, -   ,1,0.07676,0, -   , -   ,0, -   ,0
574484,2,46,1,1," 4,941 ",652," 1,996 ",338," 2,945 ",314, 271 ," 1,930 ",412, 383 ,32," 2,643 ",406,13,343, (66),MGM,spillover,reduced_fee,13,1,0,0,1," 63,333 ",1,3,2,1,0,0," 1,053 "," 1,052 ",1152,0, -   ,2,0.02567,0, -   , -   ,0, -   ,0
574485,3,33,0,1," 1,342 ",32, 584 ,16, 758 ,16, 11 , 789 ,48, 264 ,2, 582 ,18,21,234, (155),MGM,spillover,full_fee,41,1,0,0,1," 23,067 ",1,14,7,2,0,0.003, 499 , 416 ,1300,1, 84 ,2,0.151515,0," 1,149 ", -   ,0, -   ,2
574486,1,35,1,0," 4,602 ",834, 954 ,172," 3,648 ",662," 1,089 "," 1,489 ",404," 1,135 ",344," 1,980 ",262,5,5, 30 ,MGM,external,no_fee,31,1,0,0,1," 66,000 ",0,1,0,0,0,0," 1,555 "," 1,553 ",1300,0, -   ,1,0.006855,0, 31 , -   ,0, -   ,0
574487,2,29,1,0," 2,808 ",326, 156 ,38," 2,653 ",288, 673 ," 1,016 ",12, 197 ,82," 1,506 ",52,7,9, (31),Unreferred,external,no_fee,17,1,0,0,0," 45,200 ",1,1,0,0,0,0, 987 , 987 ,1315,0, -   ,2,0.000681,0, 419 , -   ,0, -   ,0
574488,1,35,1,1," 3,001 ",648, 951 ,174," 2,050 ",474, 481 , 741 ,172, 173 ,20," 1,158 ",220,0,0, 43 ,Unreferred,external,full_fee,,,,,, -   ,,,,,,, -   , -   ,,, -   ,,,, -   , -   ,, -   ,
574489,2,39,1,1," 8,151 ",814," 1,498 ",206," 6,654 ",608, 523 ," 2,695 ",492," 4,065 ",198," 2,424 ",318,13,23, 381 ,Partner,external,full_fee,79,1,0,0,0," 57,600 ",0,1,0,0,0,0.006," 2,778 "," 2,743 ",1289,1," 1,236 ",1,0.189199,0, -   , -   ,0, -   ,0
574490,3,43,1,0," 727,920 ",7368," 154,460 ",1126," 573,501 ",6242, 276 ," 466,775 ",5444, -   ,0," 423,439 ",6182,21,1014," 6,491 ",Unreferred,external,no_fee,79,1,1,0,1," 80,000 ",0,2,1,0,0,0.003," 550,150 "," 429,167 ",1216,0, -   ,2,0.597803,0," 78,580 ", -   ,0," 10,373 ",7
574491,1,38,1,1," 13,768 ",1448," 3,817 ",226," 9,952 ",1222," 2,138 "," 5,592 ",728," 3,049 ",476," 6,274 ",370,4,5, 76 ,MGM,spillover,full_fee,38,1,0,0,1," 56,400 ",1,0,0,0,0,0," 2,548 "," 2,542 ",1353,0, -   ,1,0.251194,0.0222, 329 ," 1,425 ",2, -   ,0
574492,1,51,0,0, 509 ,20, 6 ,4, 503 ,16, -   , 144 ,12, 212 ,8, 247 ,10,9,16, (3),Interactive,external,no_fee,74,1,0,0,1," 44,800 ",0,0,0,0,0,0, 377 , 251 ,1372,0, -   ,1,0,0.0665," 1,350 "," 1,396 ",2, 63 ,2
574493,1,48,1,0," 2,641 ",588, 572 ,164," 2,069 ",424, 8 ," 1,312 ",56, 984 ,10, 506 ,170,9,24, 11 ,Unreferred,external,no_fee,47,1,0,0,1," 28,800 ",0,1,0,0,0,0, 911 , 911 ,1281,0, -   ,1,0.079187,0," 1,559 ", -   ,0, 26 ,3
574494,2,39,1,0," 8,720 ",1676," 1,740 ",438," 6,981 ",1238," 2,975 "," 3,246 ",816," 3,991 ",394," 2,730 ",632,15,107, 106 ,Unreferred,spillover,full_fee,26,1,0,0,1," 136,000 ",1,0,0,0,0,0," 3,202 "," 3,202 ",1342,0, -   ,2,0.052932,0, -   , -   ,0, -   ,0
574495,1,36,0,0," 3,150 ",242, 790 ,60," 2,360 ",182," 1,313 "," 1,082 ",216," 1,257 ",26, 856 ,132,6,9, 27 ,MGM,external,no_fee,28,1,0,0,0," 13,333 ",0,0,0,0,0,0, 771 , 771 ,1289,0, -   ,1,0.064322,0, -   , -   ,0, -   ,0
574496,1,44,0,0," 1,463 ",150, 141 ,28," 1,322 ",122, 88 , 668 ,120, 20 ,16, 871 ,68,7,12, 15 ,Direct,spillover,reduced_fee,12,1,0,0,1," 3,000 ",0,0,0,0,0,0.001," 4,681 "," 4,020 ",1232,0," 1,264 ",1,0,0.017," 31,987 "," 10,078 ",3," 2,450 ",3
574497,1,33,1,0," 6,112 ",380, 782 ,146," 5,331 ",234, 901 ," 2,788 ",228," 3,218 ",44," 1,457 ",192,6,12, 54 ,Direct,external,reduced_fee,10,1,0,0,1," 50,667 ",1,2,0,0,0,0," 2,286 "," 2,276 ",1285,0, -   ,1,0.035575,0, -   , -   ,0, -   ,0
574498,1,29,0,0, 620 ,62, 31 ,6, 588 ,56, 13 , 142 ,20, 340 ,24, 17 ,10,4,5, 8 ,MGM,external,reduced_fee,2,1,0,0,0," 2,000 ",0,0,0,0,0,0.012, -   , -   ,710,0, -   ,1,0.571213,0, -   , -   ,0, -   ,0
574499,1,49,0,0," 5,500 ",246, 193 ,38," 5,307 ",208," 1,705 "," 4,042 ",360," 2,041 ",46," 3,237 ",178,8,24, 265 ,,,full_fee,129,1,0,1,0," 104,400 ",1,0,0,0,0,0.004," 3,956 "," 3,956 ",1178,0, -   ,1,0.436024,0.0441, 868 ," 5,558 ",3, -   ,0
574500,2,58,0,1," 10,532 ",304, 612 ,36," 9,921 ",268," 4,934 "," 6,970 ",372," 4,276 ",102," 4,907 ",140,15,479, 119 ,MGM,spillover,full_fee,19,1,0,0,1," 60,800 ",0,1,0,0,0,0," 2,208 "," 2,122 ",1281,1, 311 ,1,0.112082,0, -   , -   ,0, -   ,0
574501,1,44,1,0," 5,763 ",904," 2,830 ",312," 2,934 ",592, 811 ," 3,485 ",612, 504 ,208," 4,462 ",430,0,0, (3),In House,others,no_fee,113,1,0,0,1," 40,400 ",0,0,0,0,0,0," 1,786 "," 1,348 ",1372,0, -   ,1,0.05564,0, 310 , -   ,0, -   ,0
574502,2,34,1,0," 3,705 ",642, 249 ,170," 3,456 ",472, 723 ," 3,198 ",368," 1,487 ",54," 2,029 ",284,9,23, (10),In House,others,no_fee,69,1,0,0,1," 46,000 ",1,0,0,0,0,0," 1,613 "," 1,449 ",1376,0, -   ,2,0.028758,0, 30 , -   ,0, -   ,0
574503,1,36,0,1," 12,124 ",638, 558 ,84," 11,567 ",554, 697 ," 1,691 ",356," 8,571 ",218," 1,864 ",180,8,10, (129),In House,others,full_fee,49,1,0,0,1," 73,333 ",1,0,0,0,0,0," 6,726 "," 6,590 ",950,0," 1,026 ",1,0.092972,0, -   , -   ,0, -   ,0
574504,1,45,0,0," 1,471 ",44, 226 ,12," 1,244 ",32, 370 , 451 ,16, 733 ,4, 572 ,32,5,6, 3 ,Partner,external,no_fee,37,1,0,0,1," 38,000 ",1,1,0,0,0,0, 419 , 419 ,959,0, -   ,1,0.082174,0.0816," 5,999 "," 2,847 ",3, 187 ,3
574505,2,36,1,1," 7,982 ",1010," 2,368 ",354," 5,615 ",656," 1,383 "," 4,143 ",792," 2,441 ",180," 3,197 ",498,13,29, 122 ,MGM,external,full_fee,32,1,0,0,0," 36,800 ",1,0,0,0,0,0.004," 1,577 "," 1,569 ",1350,1, 899 ,1,0,0.0159, 27 ," 1,708 ",3, -   ,0
574506,1,45,0,1," 4,246 ",314," 1,337 ",98," 2,909 ",216, 230 ," 2,052 ",276," 1,069 ",52," 1,043 ",90,0,0, 488 ,MGM,spillover,full_fee,27,1,1,0,0," 48,133 ",1,0,0,0,0,0.039," 1,584 "," 1,584 ",938,0, -   ,1,0.979627,0.0483," 3,998 "," 5,691 ",3, -   ,0
574507,1,32,1,1," 6,067 ",482," 1,006 ",168," 5,061 ",314," 1,542 "," 1,186 ",264," 1,741 ",78," 1,085 ",194,9,85, 60 ,Unreferred,external,reduced_fee,18,1,0,0,0, -   ,0,3,0,0,0,0," 1,502 "," 1,441 ",1350,1, 666 ,0,0,0," 3,141 ", -   ,0, 232 ,2
574508,1,29,0,0," 1,582 ",132, 211 ,42," 1,372 ",90, 31 , 964 ,168, 303 ,4, 356 ,52,0,0, 14 ,MGM,external,no_fee,19,1,0,0,1," 20,000 ",1,0,0,0,0,0, 283 , 283 ,1296,0, -   ,1,0.099984,0, -   , -   ,0, -   ,0
574509,1,38,1,1," 1,090 ",200, 360 ,88, 730 ,112, 94 , 439 ,32, 204 ,68, 429 ,90,4,8, 69 ,MGM,external,reduced_fee,14,1,0,0,0, -   ,1,1,0,0,0,0.004, 559 , 280 ,1220,1, 157 ,0,0,0.038," 5,302 "," 1,883 ",5," 1,737 ",2
574510,1,47,0,1, 729 ,86, 255 ,46, 474 ,40, 93 , 199 ,24, 237 ,18, 258 ,44,0,0, 62 ,Unreferred,external,reduced_fee,13,1,0,0,0, -   ,1,0,0,0,0,0.001, 885 , 773 ,1091,1, 270 ,0,0,0," 1,817 ", -   ,0, 115 ,2
574511,1,33,0,0," 2,752 ",410," 1,258 ",212," 1,494 ",198, 158 ," 1,022 ",92, 470 ,88," 1,095 ",158,5,5, (1),Direct,external,reduced_fee,6,1,0,0,0," 6,000 ",0,0,0,0,0,0.001, 443 , 396 ,1304,0, -   ,1,0.520133,0, -   , -   ,0, -   ,0
574512,1,43,1,0," 4,320 ",812," 1,955 ",458," 2,365 ",354, 130 ," 1,327 ",284, 542 ,58," 2,929 ",574,4,4, (31),MGM,external,no_fee,6,1,0,0,1," 23,600 ",1,0,0,0,0,0, 908 , 904 ,1376,0, -   ,1,0.278071,0," 2,333 ", -   ,0, 63 ,3
574513,1,36,0,0, 574 ,48, 170 ,30, 405 ,18, -   , 300 ,16, 258 ,4, 200 ,32,3,3, (62),Partner,external,no_fee,3,1,0,0,1," 2,000 ",0,0,0,0,0,0.007, 309 , 282 ,762,0, -   ,1,0.27617,0, -   , -   ,0, -   ,0
574514,1,37,0,0," 6,061 ",184," 2,621 ",32," 3,440 ",152, 507 ," 2,406 ",152," 1,096 ",50," 3,658 ",86,0,0, 9 ,Unreferred,external,no_fee,2,1,1,0,1," 10,667 ",0,0,0,0,0,0.001," 2,777 "," 2,768 ",1133,0, -   ,1,0.538103,0, -   , -   ,0, -   ,0
574515,1,36,0,1," 4,781 ",666, 323 ,50," 4,458 ",616," 1,383 "," 1,960 ",296," 1,195 ",212, 701 ,136,7,12, 108 ,,,full_fee,16,1,0,0,0, -   ,1,0,0,0,0,0.003," 1,529 "," 1,529 ",1137,1, 631 ,0,0,0.1487," 1,164 ", 956 ,3, -   ,0
574516,1,36,1,0, 592 ,148, 275 ,76, 316 ,72, 22 , 122 ,68, 119 ,26, 297 ,72,0,0, (36),MGM,external,no_fee,3,1,0,0,1," 15,000 ",1,0,0,0,0,0.001, 243 , 243 ,874,0, -   ,1,0.022221,0, -   , -   ,0, -   ,0
